,Name,Year,Duration,Rated,Score,Metascore
4052,3. The Resident,2011,1h 31m,R,5.3,0
4053,4. V/H/S/94,2021,1h 43m,R,5.5,63
4054,5. Killing Ground,2016,1h 28m,Not Rated,5.8,59
4055,6. Priceless,2016,1h 37m,PG-13,6.0,41
4056,7. Dinner for Schmucks,2010,1h 54m,PG-13,5.9,56
4057,8. My Best Friend's Girl,2008,1h 41m,R,5.8,34
4058,9. How Do You Know,2010,2h 1m,PG-13,5.4,46
4059,0. The Greatest Night in Pop,2024,1h 36m,PG-13,7.9,69
4060,1. Chasing Mavericks,2012,1h 56m,PG,7.1,45
4061,2. Pawn Sacrifice,2014,1h 55m,PG-13,7.0,65
4062,3. Black Box,2021,2h 9m,No,7.2,0
4063,"4. Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,1h 21m,PG,6.2,54
4064,5. Valley Girl,2020,1h 42m,PG-13,5.5,53
4065,6. War Machine,2017,2h 2m,TV-MA,6.0,56
4066,7. Atlas Shrugged: Part I,2011,1h 37m,PG-13,5.6,28
4067,8. Deadfall,2012,1h 35m,R,6.2,52
4068,9. Observe and Report,2009,1h 26m,R,5.8,54
4069,0. The Happytime Murders,2018,1h 31m,R,5.5,27
4070,1. Leaves of Grass,2009,1h 45m,R,6.4,58
4071,2. Romeo Must Die,2000,1h 55m,R,6.1,52
4072,3. The Ladykillers,2004,1h 44m,R,6.2,56
4073,4. Ghost Stories,2017,1h 38m,Not Rated,6.4,68
4074,5. Blood and Bone,2009,1h 33m,R,6.7,0
4075,6. I Am Steve McQueen,2014,1h 30m,Not Rated,7.0,0
4076,7. Then Came You,2018,1h 37m,Not Rated,6.9,44
4077,8. Disney's Newsies: The Broadway Musical!,2017,2h 29m,PG,8.3,0
4078,9. Billy Lynn's Long Halftime Walk,2016,1h 53m,R,6.2,53
4079,0. The Majestic,2001,2h 32m,PG,6.9,27
4080,1. Close,2019,1h 34m,TV-MA,5.7,51
4081,2. The Kid,2000,1h 44m,PG,6.1,45
4082,3. Our Kind of Traitor,2016,1h 48m,R,6.2,57
4083,4. Hours,2013,1h 37m,PG-13,6.3,55
4084,5. The Heart Is Deceitful Above All Things,2004,1h 37m,R,6.3,27
4085,6. Running with the Devil,2019,1h 40m,R,5.4,42
4086,7. Can You Keep a Secret?,2019,1h 34m,TV-MA,5.4,35
4087,8. Divinity,2023,1h 28m,No,5.3,61
4088,9. Bad Santa,2003,1h 32m,R,7.1,70
4089,0. Black and Blue,2019,1h 48m,R,6.4,54
4090,1. The Good Girl,2002,1h 33m,R,6.4,71
4091,2. Frank,2014,1h 35m,R,6.9,75
4092,3. The Childe,2023,1h 58m,No,6.8,0
4093,4. Feel the Beat,2020,1h 49m,TV-G,6.3,0
4094,5. Sheriff,2024,2h 13m,No,7.7,0
4095,6. Broken,2012,1h 31m,Not Rated,7.2,53
4096,7. Harold & Kumar Escape from Guantanamo Bay,2008,1h 54m,R,6.5,57
4097,8. Bandits,2001,2h 3m,PG-13,6.5,60
4098,9. Criminal,2004,1h 27m,R,6.4,61
4099,0. Aggro Dr1ft,2023,1h 20m,No,5.5,47
4100,1. Boy,2010,1h 27m,Not Rated,7.5,70
4101,2. My Name Is Khan,2010,2h 45m,PG-13,7.9,50
4102,3. The Limehouse Golem,2016,1h 49m,Not Rated,6.3,63
4103,4. The Zookeeper's Wife,2017,2h 7m,PG-13,7.0,57
4104,5. Live by Night,2016,2h 9m,R,6.4,49
4105,6. Antwone Fisher,2002,2h,PG-13,7.3,62
4106,7. Starry Eyes,2014,1h 38m,Not Rated,6.0,49
4107,8. Neds,2010,2h 4m,TV-14,6.9,0
4108,9. Ghosts of Girlfriends Past,2009,1h 40m,PG-13,5.8,34
4109,0. Upside Down,2012,1h 49m,PG-13,6.3,45
4110,1. Journey to Bethlehem,2023,1h 39m,PG,6.4,0
4111,2. It's What's Inside,2024,1h 43m,R,8.4,59
4112,3. Think Like a Man Too,2014,1h 46m,PG-13,5.7,38
4113,4. Kill the Messenger,2014,1h 52m,R,6.9,60
4114,5. I Am Wrath,2016,1h 32m,R,5.4,0
4115,6. The Glass House,2001,1h 46m,PG-13,5.8,34
4116,7. The Lost King,2022,1h 48m,PG-13,6.7,64
4117,"8. Men, Women & Children",2014,1h 59m,R,6.6,38
4118,9. About Fate,2022,1h 43m,R,6.4,0
4119,"0. I, Daniel Blake",2016,1h 40m,R,7.8,78
4120,1. Far from Heaven,2002,1h 47m,PG-13,7.3,84
4121,2. The Tuxedo,2002,1h 38m,PG-13,5.4,30
4122,3. Cellular,2004,1h 34m,PG-13,6.5,60
4123,4. A Perfect Ending,2012,1h 50m,Not Rated,5.6,0
4124,5. Untraceable,2008,1h 41m,R,6.2,32
4125,6. Finding 'Ohana,2021,2h 3m,PG,6.1,69
4126,7. Our Idiot Brother,2011,1h 30m,R,6.4,60
4127,8. Hammarskjöld,2023,1h 54m,No,6.7,0
4128,9. A Thousand and One,2023,1h 57m,R,7.0,81
4129,0. The Little Death,2014,1h 36m,Not Rated,7.0,46
4130,1. Jimmy Neutron: Boy Genius,2001,1h 22m,G,6.1,65
4131,2. The Witcher: Nightmare of the Wolf,2021,1h 23m,TV-MA,7.2,67
4132,3. The East,2013,1h 56m,PG-13,6.8,68
4133,4. The Interpreter,2005,2h 8m,PG-13,6.4,62
4134,5. We Are Marshall,2006,2h 11m,PG,7.0,53
4135,6. Wine Country,2019,1h 43m,R,5.5,56
4136,7. Totem,2023,1h 35m,No,7.1,91
4137,8. The Riot Club,2014,1h 47m,R,6.0,54
4138,9. The Mountain Between Us,2017,1h 52m,PG-13,6.4,48
4139,0. Disconnect,2012,1h 55m,R,7.5,64
4140,1. Rabbit-Proof Fence,2002,1h 34m,PG,7.4,80
4141,2. Lockout,2012,1h 35m,PG-13,6.0,48
4142,3. My Friend Dahmer,2017,1h 47m,R,6.2,68
4143,4. Cold in July,2014,1h 49m,R,6.7,73
4144,5. Sweetwater,2023,1h 58m,PG-13,6.0,0
4145,6. What We Did on Our Holiday,2014,1h 35m,PG-13,6.9,54
4146,7. Passion,2012,1h 42m,R,5.3,54
4147,8. Victoria,2015,2h 18m,Not Rated,7.6,77
4148,9. Shattered Glass,2003,1h 34m,PG-13,7.1,73
4149,0. Eight Below,2006,2h,PG,7.3,64
4150,1. The Killer Inside Me,2010,1h 49m,R,6.1,53
4151,2. Your Lucky Day,2023,1h 29m,R,5.9,64
4152,3. Katie's Mom,2023,1h 53m,No,8.8,0
4153,4. Step Up 3D,2010,1h 47m,PG-13,6.2,45
4154,5. Flight of the Phoenix,2004,1h 53m,PG-13,6.1,47
4155,6. Scrapper,2023,1h 24m,Not Rated,7.0,74
4156,7. Florence Foster Jenkins,2016,1h 51m,PG-13,6.8,71
4157,8. In Her Shoes,2005,2h 10m,PG-13,6.5,60
4158,9. The Wandering Earth II,2023,2h 53m,Not Rated,6.8,56
4159,0. Books of Blood,2020,1h 47m,TV-MA,5.6,42
4160,1. Risen,2016,1h 47m,PG-13,6.3,51
4161,2. Nitram,2021,1h 52m,No,7.1,81
4162,3. Destination Wedding,2018,1h 27m,R,6.0,46
4163,4. The Man Who Killed Don Quixote,2018,2h 12m,Not Rated,6.3,58
4164,5. North Country,2005,2h 6m,R,7.3,68
4165,6. Motherless Brooklyn,2019,2h 24m,R,6.8,60
4166,7. Down in the Valley,2005,1h 54m,R,6.4,65
4167,8. The Nutcracker and the Four Realms,2018,1h 39m,PG,5.6,39
4168,9. My Sassy Girl,2001,2h 17m,Not Rated,8.0,0
4169,0. North Sea Texas,2011,1h 38m,Not Rated,7.1,63
4170,1. American Animals,2018,1h 56m,R,7.0,68
4171,2. Harsh Times,2005,1h 56m,R,6.8,56
4172,3. Sardar Udham,2021,2h 44m,TV-MA,8.4,0
4173,4. The Rocker,2008,1h 42m,PG-13,6.2,53
4174,5. 21 & Over,2013,1h 33m,R,5.8,34
4175,6. The Zero Theorem,2013,1h 47m,R,6.0,50
4176,7. All the Boys Love Mandy Lane,2006,1h 30m,R,5.5,44
4177,8. Sex Ed,2014,1h 32m,Not Rated,5.6,34
4178,9. Finding Your Feet,2017,1h 51m,PG-13,6.8,53
4179,0. Beasts of the Southern Wild,2012,1h 33m,PG-13,7.2,86
4180,1. Polytechnique,2009,1h 17m,Not Rated,7.2,63
4181,2. Chemical Hearts,2020,1h 33m,R,6.3,57
4182,3. An Unfinished Life,2005,1h 48m,PG-13,7.0,49
4183,4. 16 Blocks,2006,1h 42m,PG-13,6.6,63
4184,5. Spoiler Alert,2022,1h 52m,PG-13,7.3,61
4185,6. Cyrano,2021,2h 3m,PG-13,6.4,66
4186,7. More the Merrier,2021,1h 51m,TV-MA,5.5,0
4187,8. Intolerable Cruelty,2003,1h 40m,PG-13,6.3,71
4188,9. White Oleander,2002,1h 49m,PG-13,7.1,61
4189,0. Mavka: The Forest Song,2023,1h 39m,No,6.6,0
4190,1. Mob Land,2023,1h 52m,R,5.3,47
4191,2. The Laundromat,2019,1h 36m,R,6.3,57
4192,3. The Last Legion,2007,1h 41m,PG-13,5.4,37
4193,4. Meet Cute,2022,1h 29m,TV-MA,5.7,50
4194,5. Beauty Shop,2005,1h 45m,PG-13,5.6,53
4195,6. Girl in the Box,2016,1h 27m,Not Rated,6.2,0
4196,7. Moffie,2019,1h 44m,Not Rated,6.8,69
4197,8. Duplex,2003,1h 29m,PG-13,5.9,50
4198,9. Dicks: The Musical,2023,1h 26m,R,5.4,57
4199,0. The Paper Tigers,2020,1h 48m,PG-13,6.3,67
4200,1. Rabbit Hole,2010,1h 31m,PG-13,7.0,76
4201,2. The Starling,2021,1h 42m,PG-13,6.4,31
4202,"3. I, Frankenstein",2014,1h 32m,PG-13,5.1,30
4203,4. Dreamin' Wild,2022,1h 51m,PG,6.4,66
4204,5. Fruitvale Station,2013,1h 25m,R,7.5,85
4205,6. The Switch,2010,1h 41m,PG-13,6.1,52
4206,7. Kiss of the Dragon,2001,1h 38m,R,6.6,58
4207,8. The Girl Who Played with Fire,2009,2h 9m,R,7.1,66
4208,9. The Darkest Minds,2018,1h 44m,PG-13,5.7,39
4209,0. Two Night Stand,2014,1h 26m,R,6.3,45
4210,1. I Spit on Your Grave: Vengeance Is Mine,2015,1h 32m,Unrated,5.1,0
4211,2. They Shall Not Grow Old,2018,1h 39m,R,8.2,91
4212,3. 12 Feet Deep,2017,1h 25m,Not Rated,5.2,0
4213,4. 10x10,2018,1h 28m,No,5.1,0
4214,5. When We First Met,2018,1h 37m,TV-14,6.4,36
4215,6. Lagaan: Once Upon a Time in India,2001,3h 44m,PG,8.1,84
4216,7. Operation Napoleon,2023,1h 42m,No,6.0,0
4217,8. Shadow of the Vampire,2000,1h 32m,R,6.9,71
4218,9. Batman: The Killing Joke,2016,1h 16m,Not Rated,6.4,0
4219,0. Spree,2020,1h 33m,Not Rated,5.9,42
4220,1. Miss Willoughby and the Haunted Bookshop,2021,1h 30m,PG,5.3,0
4221,2. Swimfan,2002,1h 25m,PG-13,5.1,29
4222,3. What Comes Around,2022,1h 25m,No,5.2,0
4223,4. St. Vincent,2014,1h 42m,PG-13,7.2,64
4224,5. Uncle Frank,2020,1h 35m,R,7.3,58
4225,6. Hedwig and the Angry Inch,2001,1h 35m,R,7.7,85
4226,7. What Is a Woman?,2022,1h 35m,No,8.2,0
4227,8. Café Society,2016,1h 36m,PG-13,6.6,64
4228,9. My Dead Friend Zoe,2024,1h 38m,No,8.0,72
4229,0. Inside Man,2023,1h 31m,No,5.5,0
4230,1. The Rewrite,2014,1h 47m,Not Rated,6.3,51
4231,2. The Incredible Burt Wonderstone,2013,1h 40m,PG-13,5.9,44
4232,3. The Unlikely Pilgrimage of Harold Fry,2023,1h 48m,No,6.8,0
4233,4. 12 Mighty Orphans,2021,1h 58m,PG-13,6.9,44
4234,5. Stuck on You,2003,1h 58m,PG-13,5.8,62
4235,6. I Used to Be Famous,2022,1h 44m,TV-14,6.6,0
4236,7. Walk of Shame,2014,1h 35m,R,6.0,25
4237,8. Calvary,2014,1h 42m,R,7.4,77
4238,9. The Forest Hills,2023,1h 22m,No,7.2,0
4239,0. Vengeance: A Love Story,2017,1h 39m,TV-MA,5.2,0
4240,1. She's Funny That Way,2014,1h 33m,R,6.1,45
4241,2. A Shaun the Sheep Movie: Farmageddon,2019,1h 26m,G,6.8,79
4242,3. The Old Man & the Gun,2018,1h 33m,PG-13,6.7,80
4243,4. Life After Beth,2014,1h 29m,R,5.7,50
4244,5. Sitting in Bars with Cake,2023,2h,PG-13,6.4,64
4245,6. Dirty Dancing: Havana Nights,2004,1h 26m,PG-13,5.9,39
4246,7. Southbound,2015,1h 29m,R,5.9,58
4247,8. Paid in Full,2002,1h 37m,R,7.0,49
4248,9. Open Heart,2023,1h 15m,TV-14,7.4,0
4249,0. Get a Job,2016,1h 23m,R,5.3,31
4250,1. Can You Ever Forgive Me?,2018,1h 46m,R,7.1,87
4251,2. Vortex,2021,2h 22m,No,7.4,82
4252,3. Pawn Shop Chronicles,2013,1h 52m,R,5.9,26
4253,4. Puppylove,2013,1h 25m,Not Rated,5.6,0
4254,5. It's a Boy Girl Thing,2006,1h 35m,PG-13,6.2,0
4255,6. Persepolis,2007,1h 36m,PG-13,8.0,90
4256,7. Pixie,2020,1h 33m,R,5.9,45
4257,8. Amateur Night,2016,1h 32m,Not Rated,5.1,38
4258,9. A Little White Lie,2023,1h 41m,R,5.8,42
4259,0. Hands of Stone,2016,1h 51m,R,6.6,54
4260,1. Worth,2020,1h 58m,PG-13,6.8,67
4261,2. Grudge Match,2013,1h 53m,PG-13,6.4,35
4262,3. The 12th Man,2017,2h 15m,Unrated,7.3,70
4263,4. Chasing Liberty,2004,1h 51m,PG-13,6.1,46
4264,5. Rocco,2016,1h 45m,TV-MA,5.7,0
4265,6. Aporia,2023,1h 44m,R,5.5,60
4266,7. American Outlaws,2001,1h 34m,PG-13,5.9,25
4267,8. How to Blow Up a Pipeline,2022,1h 44m,R,6.9,76
4268,9. The Ultimate Life,2013,1h 45m,PG,6.0,19
4269,0. Over the Moon,2020,1h 35m,PG,6.3,60
4270,1. Yi Yi,2000,2h 53m,Not Rated,8.1,94
4271,2. Certain Women,2016,1h 47m,R,6.4,82
4272,3. Glory Road,2006,1h 58m,PG,7.2,58
4273,4. The Tale,2018,1h 54m,TV-MA,7.2,90
4274,5. The Transporter Refueled,2015,1h 36m,PG-13,5.2,32
4275,6. She Is Conann,2023,1h 45m,Unrated,5.9,74
4276,7. The Monk and the Gun,2023,1h 47m,PG-13,7.2,74
4277,8. Beast,2017,1h 47m,R,6.8,74
4278,9. Aftermath,2017,1h 34m,R,5.7,44
4279,0. Coco Before Chanel,2009,1h 45m,PG-13,6.7,65
4280,1. Maggie's Plan,2015,1h 38m,R,6.2,76
4281,2. Trumbo,2015,2h 4m,R,7.4,60
4282,3. Wildlife,2018,1h 45m,PG-13,6.8,80
4283,4. Mine,2016,1h 46m,Not Rated,5.8,40
4284,5. Blackfish,2013,1h 23m,PG-13,8.1,83
4285,6. The Sleepover,2020,1h 40m,TV-PG,5.7,46
4286,7. Kinsey,2004,1h 58m,R,7.1,79
4287,8. Lies We Tell,2023,1h 29m,No,6.3,0
4288,9. Timer,2009,1h 39m,R,6.5,0
4289,0. The Absence of Eden,2023,1h 25m,R,5.4,55
4290,1. The Antisocial Network: Memes to Mayhem,2024,1h 25m,TV-MA,6.3,0
4291,2. Smallfoot,2018,1h 36m,PG,6.6,60
4292,3. Twisted,2004,1h 37m,R,5.3,26
4293,4. Head-On,2004,2h 1m,R,7.9,78
4294,5. Five Blind Dates,2024,1h 23m,No,5.0,0
4295,6. Brahmastra Part One: Shiva,2022,2h 47m,Not Rated,5.6,57
4296,7. White Bird in a Blizzard,2014,1h 31m,R,6.4,51
4297,8. Cropsey,2009,1h 24m,Not Rated,6.3,73
4298,9. How to Lose Friends & Alienate People,2008,1h 50m,R,6.4,35
4299,0. Intruders,2011,1h 40m,R,5.4,45
4300,1. Kon-Tiki,2012,1h 58m,PG-13,7.1,62
4301,2. Happiest Season,2020,1h 42m,PG-13,6.6,69
4302,3. Vacation Friends 2,2023,1h 46m,R,5.3,38
4303,4. Broken City,2013,1h 49m,R,6.1,49
4304,5. Howl,2015,1h 32m,Not Rated,5.5,0
4305,"6. Endings, Beginnings",2019,1h 50m,Unrated,5.6,42
4306,7. Psycho Goreman,2020,1h 35m,Not Rated,6.3,67
4307,8. True History of the Kelly Gang,2019,2h 4m,R,6.0,75
4308,9. Salmon Fishing in the Yemen,2011,1h 47m,PG-13,6.8,58
4309,0. Song for a Raggy Boy,2003,1h 34m,TV-MA,7.5,0
4310,1. All I See Is You,2016,1h 49m,R,5.4,43
4311,2. W.E.,2011,1h 59m,R,6.2,37
4312,3. Tracks,2013,1h 52m,PG-13,7.1,78
4313,4. The Baker,2022,1h 44m,R,5.9,0
4314,5. Joram,2023,1h 59m,No,6.6,0
4315,6. Flower,2017,1h 30m,R,6.0,45
4316,7. Who's Yer Father?,2023,1h 50m,No,6.0,0
4317,8. After Everything,2018,1h 35m,No,6.4,67
4318,9. The Sea of Trees,2015,1h 50m,PG-13,6.1,23
4319,0. Harry Brown,2009,1h 43m,R,7.2,55
4320,1. The Current War,2017,1h 42m,PG-13,6.5,55
4321,2. Lux Æterna,2019,51m,No,6.2,59
4322,3. Last Night,2010,1h 33m,R,6.5,50
4323,4. Zoe,2018,1h 44m,R,6.1,39
4324,5. Wish Upon,2017,1h 30m,PG-13,5.1,32
4325,6. The Beanie Bubble,2023,1h 50m,R,6.3,49
4326,7. Eureka,2023,2h 27m,No,6.3,0
4327,8. Bed Rest,2022,1h 30m,R,5.0,0
4328,9. Black Clover: Sword of the Wizard King,2023,1h 50m,TV-14,7.4,0
4329,0. To All the Boys: Always and Forever,2021,1h 49m,TV-14,6.3,65
4330,1. The Queen,2006,1h 43m,PG-13,7.3,90
4331,2. Only You,2018,1h 59m,Not Rated,6.7,78
4332,3. Warhorse One,2023,2h 6m,R,5.4,0
4333,4. Elles,2011,1h 39m,NC-17,5.6,50
4334,5. The Messengers,2007,1h 30m,PG-13,5.3,34
4335,6. Skin: A History of Nudity in the Movies,2020,2h 10m,No,6.7,64
4336,7. A Cinderella Story: Starstruck,2021,1h 40m,PG,5.5,0
4337,8. My Favourite Things: The Rodgers & Hammerstein 80th Anniversary Concert,2024,TV-PG,No,7.7,0
4338,9. The Tailor of Panama,2001,1h 49m,R,6.1,66
4339,0. The Guilty,2000,1h 48m,R,6.1,0
4340,1. Drillbit Taylor,2008,1h 50m,PG-13,5.7,41
4341,2. Byzantium,2012,1h 58m,R,6.5,66
4342,3. Grind,2003,1h 45m,PG-13,5.9,30
4343,4. New Order,2020,1h 26m,R,6.5,62
4344,5. Dreamer,2005,1h 46m,PG,6.8,59
4345,6. The Pirates! Band of Misfits,2012,1h 28m,PG,6.7,73
4346,7. The House with a Clock in Its Walls,2018,1h 45m,PG,6.1,57
4347,8. Bringing Down the House,2003,1h 45m,PG-13,5.6,39
4348,9. The Primevals,2023,1h 31m,No,7.2,0
4349,0. The Girl Who Got Away,2021,1h 56m,TV-MA,5.3,0
4350,1. Pontypool,2008,1h 33m,Not Rated,6.5,54
4351,2. A Classic Horror Story,2021,1h 35m,TV-MA,5.7,0
4352,3. Afternoon Delight,2013,1h 38m,R,5.7,50
4353,4. You Can Count on Me,2000,1h 51m,R,7.5,85
4354,5. Robert the Bruce,2019,2h 4m,TV-14,5.4,42
4355,6. The Man with the Iron Heart,2017,2h,R,6.4,0
4356,7. Unleashed,2005,1h 43m,R,7.0,58
4357,8. Flipside,2023,1h 32m,No,7.4,0
4358,9. The Wolf of Snow Hollow,2020,1h 25m,R,6.2,67
4359,0. Line of Duty,2019,1h 38m,R,5.3,50
4360,1. The Last Front,2024,1h 38m,No,5.5,0
4361,2. Dear Zoe,2022,1h 34m,R,5.8,0
4362,3. The Wretched,2019,1h 35m,Not Rated,5.8,61
4363,4. World Trade Center,2006,2h 9m,PG-13,6.0,66
4364,5. The Art of Self-Defense,2019,1h 44m,R,6.6,65
4365,6. Till Death,2021,1h 28m,R,5.9,66
4366,7. Hypnotic,2021,1h 28m,TV-14,5.3,32
4367,8. The X Files: I Want to Believe,2008,1h 44m,PG-13,5.9,47
4368,9. Laal Singh Chaddha,2022,2h 39m,PG-13,5.6,46
4369,0. Lakeview Terrace,2008,1h 50m,PG-13,6.2,47
4370,1. Breaking,2022,1h 43m,PG-13,6.3,66
4371,2. The Guilt Trip,2012,1h 35m,PG-13,5.8,50
4372,3. Sink or Swim,2018,2h 1m,No,6.9,47
4373,4. The Informant!,2009,1h 48m,R,6.5,66
4374,5. Animal Crackers,2017,1h 45m,PG,5.8,60
4375,6. The Experiment,2010,1h 36m,R,6.4,0
4376,7. American Carnage,2022,1h 41m,R,5.0,0
4377,8. Little Death,2024,1h 50m,No,5.4,57
4378,9. A Private War,2018,1h 50m,R,6.7,75
4379,0. The Miracle Season,2018,1h 41m,PG,6.5,44
4380,1. The Seasoning House,2012,1h 30m,Not Rated,6.1,0
4381,2. The Siege of Jadotville,2016,1h 48m,TV-MA,7.2,0
4382,3. 7500,2019,1h 33m,R,6.3,58
4383,4. Spontaneous,2020,1h 41m,R,6.5,78
4384,5. Suffragette,2015,1h 46m,PG-13,6.9,64
4385,6. Astro Boy,2009,1h 34m,PG,6.2,53
4386,7. Searching for Sugar Man,2012,1h 26m,PG-13,8.2,79
4387,8. The Meyerowitz Stories,2017,1h 52m,TV-MA,6.9,80
4388,9. Genius,2016,1h 44m,PG-13,6.5,56
4389,0. Gloria Bell,2018,1h 42m,R,6.3,78
4390,1. The Merchant of Venice,2004,2h 11m,R,7.0,63
4391,2. Duplicity,2009,2h 5m,PG-13,6.1,69
4392,3. Owning Mahowny,2003,1h 44m,R,7.0,70
4393,4. Black Death,2010,1h 42m,R,6.4,71
4394,5. The Hollars,2016,1h 28m,PG-13,6.6,53
4395,6. Instructions Not Included,2013,2h 2m,PG-13,7.5,55
4396,7. How It Ends,2021,1h 22m,R,5.3,57
4397,8. I Still Believe,2020,1h 56m,PG,6.5,41
4398,9. Living with Leopards,2024,1h 11m,No,7.4,0
4399,0. Breathe In,2013,1h 38m,R,6.3,60
4400,1. Memoria,2021,2h 16m,PG,6.5,92
4401,2. In a Valley of Violence,2016,1h 44m,R,6.1,64
4402,3. Censor,2021,1h 24m,No,6.0,69
4403,4. The Greasy Strangler,2016,1h 33m,Unrated,5.7,58
4404,5. Space Sweepers,2021,2h 16m,TV-MA,6.5,64
4405,6. Meet Dave,2008,1h 30m,PG,5.1,43
4406,7. Farha,2021,1h 32m,TV-14,8.1,0
4407,8. Slow West,2015,1h 24m,R,6.9,72
4408,9. Four Letter Words,2000,1h 22m,Not Rated,5.0,0
4409,0. Calm with Horses,2019,1h 40m,R,6.8,67
4410,1. White Noise,2005,1h 41m,PG-13,5.5,30
4411,2. Barney's Version,2010,2h 14m,R,7.3,67
4412,3. Chosen Family,2024,1h 28m,No,7.3,0
4413,4. The One and Only Ivan,2020,1h 35m,PG,6.6,58
4414,5. Magic in the Moonlight,2014,1h 37m,PG-13,6.5,54
4415,6. Cocorico,2024,1h 32m,No,5.8,0
4416,7. Suite Française,2014,1h 47m,No,7.0,63
4417,8. The Awakening,2011,1h 42m,R,6.4,53
4418,9. Under the Boardwalk,2023,1h 23m,PG,6.0,0
4419,0. First Cow,2019,2h 2m,PG-13,7.1,90
4420,1. Rams,2020,1h 58m,PG-13,6.5,62
4421,2. Welcome to Me,2014,1h 27m,R,5.9,69
4422,3. Most Disturbed Person on Planet Earth III,2019,3h 41m,No,6.4,0
4423,4. Clock,2023,1h 31m,No,5.0,59
4424,5. The Funhouse Massacre,2015,1h 30m,R,5.2,0
4425,6. Viral,2016,1h 25m,R,5.5,0
4426,7. The Pilot: A Battle for Survival,2021,1h 45m,No,6.2,0
4427,8. Baby Mama,2008,1h 39m,PG-13,6.0,55
4428,9. Riding in Cars with Boys,2001,2h 12m,PG-13,6.5,43
4429,0. Crow,2022,1h 30m,No,6.9,0
4430,1. High Crimes,2002,1h 55m,PG-13,6.4,48
4431,2. The Company You Keep,2012,2h 5m,R,6.4,57
4432,3. The Estate,2022,1h 36m,R,5.2,37
4433,4. The Rescue,2021,1h 47m,PG,8.3,84
4434,5. Suburbicon,2017,1h 45m,R,5.8,42
4435,6. Corsage,2022,1h 54m,No,6.6,76
4436,7. Scoop,2006,1h 36m,PG-13,6.6,48
4437,8. Against the Ice,2022,1h 42m,TV-MA,6.5,49
4438,9. 30 Minutes or Less,2011,1h 23m,R,6.1,49
4439,0. Birthday Girl,2001,1h 33m,R,6.0,51
4440,1. Premium Rush,2012,1h 31m,PG-13,6.5,66
4441,2. Unsane,2018,1h 38m,R,6.4,63
4442,3. Step Up All In,2014,1h 52m,PG-13,5.9,45
4443,4. Dead Talk Tales: Volume I,2024,1h 38m,No,8.1,0
4444,5. The Two Faces of January,2014,1h 36m,PG-13,6.2,66
4445,6. Lansky,2021,1h 59m,R,6.2,45
4446,7. The Offering,2022,1h 33m,R,5.3,60
4447,8. Machine Gun Preacher,2011,2h 9m,R,6.7,43
4448,9. I Can,2023,1h 25m,PG,7.1,0
4449,0. The Railway Man,2013,1h 56m,R,7.1,59
4450,1. Paranormal Activity 2,2010,1h 31m,R,5.7,53
4451,2. His Three Daughters,2023,1h 41m,R,7.3,80
4452,3. Jackass Forever,2022,1h 36m,R,6.8,74
4453,4. Moving On,2022,1h 25m,R,6.0,60
4454,5. Tyrannosaur,2011,1h 32m,Not Rated,7.5,65
4455,6. Disappearance at Clifton Hill,2019,1h 40m,Unrated,5.4,61
4456,7. 24 Hour Party People,2002,1h 57m,R,7.3,85
4457,8. Silver Haze,2023,1h 42m,No,6.1,67
4458,9. Kristy,2014,1h 26m,Not Rated,5.9,0
4459,0. The Personal History of David Copperfield,2019,1h 59m,PG,6.4,77
4460,1. Chupa,2023,1h 35m,PG,5.5,48
4461,2. Clouds,2020,2h 1m,PG-13,7.5,55
4462,3. Facing the Giants,2006,1h 51m,PG,6.5,38
4463,4. Exit Wounds,2001,1h 41m,R,5.6,39
4464,5. Freaks of Nature,2015,1h 32m,R,5.9,0
4465,6. Bad Company,2002,1h 56m,PG-13,5.6,37
4466,7. Escape from Tomorrow,2013,1h 30m,Not Rated,5.1,58
4467,8. The Five-Year Engagement,2012,2h 4m,R,6.2,62
4468,9. Renaissance: A Film by Beyoncé,2023,2h 49m,Not Rated,8.6,86
4469,0. Meet Bill,2007,1h 33m,R,6.2,30
4470,1. Reindeer Games,2000,1h 44m,R,5.8,37
4471,2. Philomena,2013,1h 38m,PG-13,7.6,77
4472,3. Bardo: False Chronicle of a Handful of Truths,2022,2h 39m,R,6.7,55
4473,4. After Sex,2007,1h 17m,TV-MA,5.5,0
4474,5. Still: A Michael J. Fox Movie,2023,1h 35m,R,8.1,78
4475,6. Hidden Master: The Legacy of George Platt Lynes,2023,1h 36m,No,7.8,0
4476,7. Millennium Actress,2001,1h 27m,PG,7.8,70
4477,8. The Center of the World,2001,1h 28m,Unrated,5.8,44
4478,9. Miss Congeniality 2: Armed & Fabulous,2005,1h 55m,PG-13,5.1,34
4479,0. The Beta Test,2021,1h 33m,Unrated,6.1,72
4480,1. The Missing,2003,2h 17m,R,6.5,55
4481,2. Wildfire: The Legend of the Cherokee Ghost Horse,2023,1h 45m,No,7.9,0
4482,3. Winter Sleep,2014,3h 16m,Not Rated,8.0,88
4483,4. The Healer,2016,1h 53m,Not Rated,6.4,0
4484,5. The Good Liar,2019,1h 49m,R,6.7,55
4485,6. Edge of the World,2021,1h 44m,No,5.4,42
4486,7. Chevalier,2022,1h 48m,PG-13,6.5,67
4487,8. Nandor Fodor and the Talking Mongoose,2023,1h 36m,PG-13,5.4,54
